	Index	Sequence	Path_Delay	Logic_Delay	Net_Delay	Logic_to_Net_Ratio	Slice_LUTs	LUTs_as_Memory	LUTs_as_Logic	RegsFF	RegsLatch	ABC_Delay	ABC_Area	Benchmark	Previous	Final_Pass	Improvement
1668	1668	['&dch -f', '&dc2']	20.951	4.347(21%)	16.604(79%)	21.0	7395.0	0.0	7395.0	2784.0	0.0	2876.0	7468.0	armcore	['&dch -f']	&dc2	3.660999999999998
1669	1669	['&if -W 300 -K 6 -v', '&mfs', '&st', '&syn3', '&dc2']	19.302	5.463(29%)	13.839(71%)	29.0	7555.0	0.0	7555.0	2784.0	0.0	2414.0	7881.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&syn3']	&dc2	3.871000000000002
1670	1670	['&if -W 300 -y -K 6', '&synch2', '&dch -f']	21.151	4.471(22%)	16.680(78%)	22.0	7328.0	0.0	7328.0	2784.0	0.0	2879.0	7558.0	armcore	['&if -W 300 -y -K 6', '&synch2']	&dch -f	0.5180000000000007
1671	1671	['&synch2', '&synch2', '&dch -f']	19.107	5.033(27%)	14.074(73%)	27.0	7338.0	0.0	7338.0	2784.0	0.0	2880.0	7613.0	armcore	['&synch2', '&synch2']	&dch -f	0.46300000000000097
1672	1672	['&dch', '&synch2', '&dch -f']	21.695	4.595(22%)	17.100(78%)	22.0	7339.0	0.0	7339.0	2784.0	0.0	2878.0	7389.0	armcore	['&dch', '&synch2']	&dch -f	2.485999999999997
1673	1673	['&dch -f', '&synch2', '&dch -f']	19.583	4.471(23%)	15.112(77%)	23.0	7252.0	0.0	7252.0	2784.0	0.0	2877.0	7484.0	armcore	['&dch -f', '&synch2']	&dch -f	1.1160000000000032
1674	1674	['&if -W 300 -K 6 -v', '&mfs', '&st', '&synch2', '&dch -f']	19.993	4.471(23%)	15.522(77%)	23.0	7342.0	0.0	7342.0	2784.0	0.0	2878.0	7477.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&synch2']	&dch -f	1.8860000000000028
1675	1675	['&if -W 300 -K 6 -v', '&st', '&synch2', '&dch -f']	20.598000000000003	4.595(23%)	16.003(77%)	23.0	7347.0	0.0	7347.0	2784.0	0.0	2413.0	7344.0	armcore	['&if -W 300 -K 6 -v', '&st', '&synch2']	&dch -f	1.8599999999999994
1676	1676	['&dc2', '&dch', '&dch -f']	25.421	5.339(22%)	20.082(78%)	22.0	7487.0	0.0	7487.0	2784.0	0.0	2879.0	7353.0	armcore	['&dc2', '&dch']	&dch -f	0.379999999999999
1677	1677	['&syn2', '&dch', '&dch -f']	21.272	4.719(23%)	16.553(77%)	23.0	7354.0	0.0	7354.0	2784.0	0.0	2879.0	7754.0	armcore	['&syn2', '&dch']	&dch -f	-0.10199999999999676
1678	1678	['&syn3', '&dch', '&dch -f']	20.809	4.595(23%)	16.214(77%)	23.0	7544.0	0.0	7544.0	2784.0	0.0	2878.0	7288.0	armcore	['&syn3', '&dch']	&dch -f	0.36400000000000077
1679	1679	['&syn4', '&dch', '&dch -f']	18.183	3.851(22%)	14.332(78%)	22.0	7720.0	0.0	7720.0	2784.0	0.0	2877.0	7419.0	armcore	['&syn4', '&dch']	&dch -f	1.8179999999999978
1680	1680	['&if -W 300 -K 6 -v', '&st', '&syn3', '&dc2']	20.541	4.581(23%)	15.960(77%)	23.0	7553.0	0.0	7553.0	2784.0	0.0	2878.0	7816.0	armcore	['&if -W 300 -K 6 -v', '&st', '&syn3']	&dc2	-0.10699999999999932
1681	1681	['&b', '&dch', '&dch -f']	26.913	5.835(22%)	21.078(78%)	22.0	7620.0	0.0	7620.0	2784.0	0.0	2414.0	7435.0	armcore	['&b', '&dch']	&dch -f	-0.004999999999999005
1682	1682	['&b -d', '&dch', '&dch -f']	24.498	5.339(22%)	19.159(78%)	22.0	7558.0	0.0	7558.0	2784.0	0.0	2414.0	7244.0	armcore	['&b -d', '&dch']	&dch -f	-2.0070000000000014
1683	1683	['&if -W 300 -x -K 6', '&dch', '&dch -f']	25.213	5.463(22%)	19.750(78%)	22.0	7578.0	0.0	7578.0	2784.0	0.0	2415.0	7343.0	armcore	['&if -W 300 -x -K 6', '&dch']	&dch -f	4.128999999999998
1684	1684	['&if -W 300 -g -K 6', '&dch', '&dch -f']	26.679000000000002	5.587(21%)	21.092(79%)	21.0	7607.0	0.0	7607.0	2784.0	0.0	2879.0	7338.0	armcore	['&if -W 300 -g -K 6', '&dch']	&dch -f	-0.17600000000000193
1685	1685	['&if -W 300 -y -K 6', '&dch', '&dch -f']	23.113000000000003	4.843(21%)	18.270(79%)	21.0	7412.0	0.0	7412.0	2784.0	0.0	2879.0	7296.0	armcore	['&if -W 300 -y -K 6', '&dch']	&dch -f	3.8129999999999953
1686	1686	['&synch2', '&dch', '&dch -f']	19.395	5.460(29%)	13.935(71%)	29.0	7536.0	0.0	7536.0	2784.0	0.0	2878.0	7338.0	armcore	['&synch2', '&dch']	&dch -f	0.7459999999999987
1687	1687	['&dch', '&dch', '&dch -f']	24.031999999999996	4.967(21%)	19.065(79%)	21.0	7564.0	0.0	7564.0	2784.0	0.0	2877.0	7235.0	armcore	['&dch', '&dch']	&dch -f	-0.5949999999999989
1688	1688	['&dch -f', '&dch', '&dch -f']	21.503	4.843(23%)	16.660(77%)	23.0	7528.0	0.0	7528.0	2784.0	0.0	2878.0	7242.0	armcore	['&dch -f', '&dch']	&dch -f	2.3820000000000014
1689	1689	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch', '&dch -f']	19.663	4.347(23%)	15.316(77%)	23.0	7415.0	0.0	7415.0	2784.0	0.0	2878.0	7625.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch']	&dch -f	1.157
1690	1690	['&if -W 300 -K 6 -v', '&st', '&dch', '&dch -f']	23.026	5.091(23%)	17.935(77%)	23.0	7488.0	0.0	7488.0	2784.0	0.0	2414.0	7602.0	armcore	['&if -W 300 -K 6 -v', '&st', '&dch']	&dch -f	1.1370000000000005
1691	1691	['&dc2', '&syn4', '&dc2']	20.18	4.458(23%)	15.722(77%)	23.0	7588.0	0.0	7588.0	2784.0	0.0	2878.0	7745.0	armcore	['&dc2', '&syn4']	&dc2	0.6480000000000032
1692	1692	['&dc2', '&dch -f', '&dch -f']	24.592	5.339(22%)	19.253(78%)	22.0	7567.0	0.0	7567.0	2784.0	0.0	2880.0	7461.0	armcore	['&dc2', '&dch -f']	&dch -f	0.22100000000000364
1693	1693	['&syn2', '&dch -f', '&dch -f']	20.611	4.595(23%)	16.016(77%)	23.0	7284.0	0.0	7284.0	2784.0	0.0	2877.0	7827.0	armcore	['&syn2', '&dch -f']	&dch -f	0.5599999999999987
1694	1694	['&syn3', '&dch -f', '&dch -f']	20.038	4.471(23%)	15.567(77%)	23.0	7389.0	0.0	7389.0	2784.0	0.0	2878.0	7425.0	armcore	['&syn3', '&dch -f']	&dch -f	2.121000000000002
1695	1695	['&syn4', '&dch -f', '&dch -f']	18.265	4.940(28%)	13.325(72%)	28.0	7728.0	0.0	7728.0	2784.0	0.0	2878.0	7452.0	armcore	['&syn4', '&dch -f']	&dch -f	1.8269999999999982
1696	1696	['&b', '&dch -f', '&dch -f']	28.655	6.207(22%)	22.448(78%)	22.0	7533.0	0.0	7533.0	2784.0	0.0	2415.0	7474.0	armcore	['&b', '&dch -f']	&dch -f	-1.9420000000000002
1697	1697	['&b -d', '&dch -f', '&dch -f']	24.386999999999997	5.215(22%)	19.172(78%)	22.0	7350.0	0.0	7350.0	2784.0	0.0	2415.0	7519.0	armcore	['&b -d', '&dch -f']	&dch -f	0.7170000000000023
1698	1698	['&if -W 300 -x -K 6', '&dch -f', '&dch -f']	26.302	5.711(22%)	20.591(78%)	22.0	7571.0	0.0	7571.0	2784.0	0.0	2414.0	7444.0	armcore	['&if -W 300 -x -K 6', '&dch -f']	&dch -f	1.8699999999999974
1699	1699	['&if -W 300 -g -K 6', '&dch -f', '&dch -f']	25.941999999999997	5.587(22%)	20.355(78%)	22.0	7546.0	0.0	7546.0	2784.0	0.0	2879.0	7418.0	armcore	['&if -W 300 -g -K 6', '&dch -f']	&dch -f	1.514000000000003
1700	1700	['&if -W 300 -y -K 6', '&dch -f', '&dch -f']	22.506	4.843(22%)	17.663(78%)	22.0	7413.0	0.0	7413.0	2784.0	0.0	2878.0	7388.0	armcore	['&if -W 300 -y -K 6', '&dch -f']	&dch -f	3.868000000000002
1701	1701	['&synch2', '&dch -f', '&dch -f']	20.247	4.471(23%)	15.776(77%)	23.0	7407.0	0.0	7407.0	2784.0	0.0	2882.0	7291.0	armcore	['&synch2', '&dch -f']	&dch -f	-0.10699999999999932
1702	1702	['&syn2', '&syn4', '&dc2']	19.444000000000003	4.365(23%)	15.079(77%)	23.0	7909.0	0.0	7909.0	2784.0	0.0	2878.0	7733.0	armcore	['&syn2', '&syn4']	&dc2	0.3279999999999994
1703	1703	['&dch', '&dch -f', '&dch -f']	23.094	4.967(22%)	18.127(78%)	22.0	7497.0	0.0	7497.0	2784.0	0.0	2877.0	7439.0	armcore	['&dch', '&dch -f']	&dch -f	0.4800000000000004
1704	1704	['&dch -f', '&dch -f', '&dch -f']	23.673000000000002	5.091(22%)	18.582(78%)	22.0	7513.0	0.0	7513.0	2784.0	0.0	2878.0	7361.0	armcore	['&dch -f', '&dch -f']	&dch -f	0.8819999999999979
1705	1705	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f', '&dch -f']	20.257	4.471(23%)	15.786(77%)	23.0	7331.0	0.0	7331.0	2784.0	0.0	2878.0	7258.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	&dch -f	2.2149999999999963
1706	1706	['&if -W 300 -K 6 -v', '&st', '&dch -f', '&dch -f']	22.245	4.967(23%)	17.278(77%)	23.0	7411.0	0.0	7411.0	2784.0	0.0	2414.0	7174.0	armcore	['&if -W 300 -K 6 -v', '&st', '&dch -f']	&dch -f	2.285
1707	1707	['&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	22.413	4.772(22%)	17.641(78%)	22.0	7448.0	0.0	7448.0	2784.0	0.0	2879.0	7223.0	armcore	['&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	0.6050000000000004
1708	1708	['&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	22.622	5.020(23%)	17.602(77%)	23.0	7279.0	0.0	7279.0	2784.0	0.0	2875.0	7514.0	armcore	['&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	-2.429000000000002
1709	1709	['&syn3', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	21.16	4.791(23%)	16.369(77%)	23.0	7306.0	0.0	7306.0	2784.0	0.0	2877.0	7262.0	armcore	['&syn3', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	-0.6969999999999992
1710	1710	['&syn4', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	17.977	4.746(27%)	13.231(73%)	27.0	7607.0	0.0	7607.0	2784.0	0.0	2877.0	7231.0	armcore	['&syn4', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	0.5920000000000023
1711	1711	['&b', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	21.381	4.888(23%)	16.493(77%)	23.0	7362.0	0.0	7362.0	2784.0	0.0	2414.0	7296.0	armcore	['&b', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	-0.8979999999999997
1712	1712	['&b -d', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	21.183000000000003	4.719(23%)	16.464(77%)	23.0	7346.0	0.0	7346.0	2784.0	0.0	2414.0	7221.0	armcore	['&b -d', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	-0.5720000000000027
1713	1713	['&syn3', '&syn4', '&dc2']	20.133	4.582(23%)	15.551(77%)	23.0	7827.0	0.0	7827.0	2784.0	0.0	2877.0	7700.0	armcore	['&syn3', '&syn4']	&dc2	-0.825999999999997
1714	1714	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	21.721	4.843(23%)	16.878(77%)	23.0	7348.0	0.0	7348.0	2784.0	0.0	2414.0	7292.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	2.057000000000002
1715	1715	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	21.738000000000003	4.843(23%)	16.895(77%)	23.0	7363.0	0.0	7363.0	2784.0	0.0	2875.0	7250.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	-0.8590000000000018
1716	1716	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	21.096	4.719(23%)	16.377(77%)	23.0	7319.0	0.0	7319.0	2784.0	0.0	2881.0	7170.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	0.815999999999999
1717	1717	['&synch2', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	20.719	4.719(23%)	16.000(77%)	23.0	7359.0	0.0	7359.0	2784.0	0.0	2878.0	7171.0	armcore	['&synch2', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	-0.22900000000000276
1718	1718	['&dch', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	20.730999999999998	4.719(23%)	16.012(77%)	23.0	7263.0	0.0	7263.0	2784.0	0.0	2878.0	7157.0	armcore	['&dch', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	1.5980000000000025
1719	1719	['&dch -f', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	22.294	4.843(22%)	17.451(78%)	22.0	7292.0	0.0	7292.0	2784.0	0.0	2877.0	7139.0	armcore	['&dch -f', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	0.27199999999999847
1720	1720	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	21.092	4.471(22%)	16.621(78%)	22.0	7285.0	0.0	7285.0	2784.0	0.0	2414.0	7186.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	0.5910000000000046
1721	1721	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -K 6 -v', '&mfs', '&st', '&dch -f']	22.569000000000003	4.843(22%)	17.726(78%)	22.0	7235.0	0.0	7235.0	2784.0	0.0	2414.0	7137.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -K 6 -v', '&mfs', '&st']	&dch -f	0.509999999999998
1722	1722	['&dc2', '&if -W 300 -K 6 -v', '&st', '&dch -f']	22.2	4.719(22%)	17.481(78%)	22.0	7520.0	0.0	7520.0	2784.0	0.0	2414.0	7135.0	armcore	['&dc2', '&if -W 300 -K 6 -v', '&st']	&dch -f	0.8130000000000024
1723	1723	['&syn2', '&if -W 300 -K 6 -v', '&st', '&dch -f']	21.184	4.719(23%)	16.465(77%)	23.0	7395.0	0.0	7395.0	2784.0	0.0	2414.0	7458.0	armcore	['&syn2', '&if -W 300 -K 6 -v', '&st']	&dch -f	-1.1910000000000025
1724	1724	['&syn4', '&syn4', '&dc2']	19.202	3.975(21%)	15.227(79%)	21.0	7739.0	0.0	7739.0	2784.0	0.0	2414.0	7679.0	armcore	['&syn4', '&syn4']	&dc2	-0.11299999999999955
1725	1725	['&syn3', '&if -W 300 -K 6 -v', '&st', '&dch -f']	21.585	4.613(22%)	16.972(78%)	22.0	7431.0	0.0	7431.0	2784.0	0.0	2414.0	7161.0	armcore	['&syn3', '&if -W 300 -K 6 -v', '&st']	&dch -f	-0.44200000000000017
1726	1726	['&syn4', '&if -W 300 -K 6 -v', '&st', '&dch -f']	20.307000000000002	4.624(23%)	15.683(77%)	23.0	7692.0	0.0	7692.0	2784.0	0.0	2414.0	7148.0	armcore	['&syn4', '&if -W 300 -K 6 -v', '&st']	&dch -f	-0.15900000000000247
1727	1727	['&b', '&if -W 300 -K 6 -v', '&st', '&dch -f']	21.221	4.888(24%)	16.333(76%)	24.0	7352.0	0.0	7352.0	2784.0	0.0	2414.0	7125.0	armcore	['&b', '&if -W 300 -K 6 -v', '&st']	&dch -f	-0.6099999999999994
1728	1728	['&b -d', '&if -W 300 -K 6 -v', '&st', '&dch -f']	21.184	4.719(23%)	16.465(77%)	23.0	7391.0	0.0	7391.0	2784.0	0.0	2414.0	7161.0	armcore	['&b -d', '&if -W 300 -K 6 -v', '&st']	&dch -f	-0.4640000000000022
1729	1729	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&st', '&dch -f']	23.962	5.339(23%)	18.623(77%)	23.0	7350.0	0.0	7350.0	2784.0	0.0	2414.0	7142.0	armcore	['&if -W 300 -x -K 6', '&if -W 300 -K 6 -v', '&st']	&dch -f	3.086000000000002
1730	1730	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&st', '&dch -f']	22.447	4.967(23%)	17.480(77%)	23.0	7485.0	0.0	7485.0	2784.0	0.0	2414.0	7197.0	armcore	['&if -W 300 -g -K 6', '&if -W 300 -K 6 -v', '&st']	&dch -f	0.03999999999999915
1731	1731	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&st', '&dch -f']	23.453000000000003	5.215(23%)	18.238(77%)	23.0	7402.0	0.0	7402.0	2784.0	0.0	2414.0	7111.0	armcore	['&if -W 300 -y -K 6', '&if -W 300 -K 6 -v', '&st']	&dch -f	0.3149999999999977
1732	1732	['&synch2', '&if -W 300 -K 6 -v', '&st', '&dch -f']	20.809	4.595(23%)	16.214(77%)	23.0	7369.0	0.0	7369.0	2784.0	0.0	2414.0	7061.0	armcore	['&synch2', '&if -W 300 -K 6 -v', '&st']	&dch -f	-0.3500000000000014
1733	1733	['&dch', '&if -W 300 -K 6 -v', '&st', '&dch -f']	22.564	4.843(22%)	17.721(78%)	22.0	7298.0	0.0	7298.0	2784.0	0.0	2414.0	7141.0	armcore	['&dch', '&if -W 300 -K 6 -v', '&st']	&dch -f	0.29799999999999827
1734	1734	['&dch -f', '&if -W 300 -K 6 -v', '&st', '&dch -f']	25.912	5.463(22%)	20.449(78%)	22.0	7319.0	0.0	7319.0	2784.0	0.0	2414.0	7159.0	armcore	['&dch -f', '&if -W 300 -K 6 -v', '&st']	&dch -f	-3.2970000000000006
1735	1735	['&b', '&syn4', '&dc2']	19.605999999999998	4.334(23%)	15.272(77%)	23.0	7786.0	0.0	7786.0	2784.0	0.0	2414.0	7716.0	armcore	['&b', '&syn4']	&dc2	0.9520000000000053
1736	1736	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -K 6 -v', '&st', '&dch -f']	22.456	4.967(23%)	17.489(77%)	23.0	7343.0	0.0	7343.0	2784.0	0.0	2878.0	7190.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&if -W 300 -K 6 -v', '&st']	&dch -f	-0.23199999999999932
1737	1737	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -K 6 -v', '&st', '&dch -f']	21.85	4.843(23%)	17.007(77%)	23.0	7326.0	0.0	7326.0	2784.0	0.0	2414.0	7143.0	armcore	['&if -W 300 -K 6 -v', '&st', '&if -W 300 -K 6 -v', '&st']	&dch -f	2.2489999999999988
1738	1738	['&dc2', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	22.505	4.843(22%)	17.662(78%)	22.0	7322.0	0.0	7322.0	2784.0	0.0	2878.0	7098.0	armcore	['&dc2', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1739	1739	['&syn2', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.457	4.458(22%)	15.999(78%)	22.0	7273.0	0.0	7273.0	2784.0	0.0	2878.0	7615.0	armcore	['&syn2', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1740	1740	['&syn3', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	21.198	4.725(23%)	16.473(77%)	23.0	7262.0	0.0	7262.0	2784.0	0.0	2878.0	7122.0	armcore	['&syn3', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1741	1741	['&syn4', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	19.021	4.117(22%)	14.904(78%)	22.0	7573.0	0.0	7573.0	2784.0	0.0	2878.0	7123.0	armcore	['&syn4', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1742	1742	['&b', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.918000000000003	4.582(22%)	16.336(78%)	22.0	7316.0	0.0	7316.0	2784.0	0.0	2414.0	7157.0	armcore	['&b', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1743	1743	['&b -d', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	21.58	4.719(22%)	16.861(78%)	22.0	7295.0	0.0	7295.0	2784.0	0.0	2414.0	7129.0	armcore	['&b -d', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1744	1744	['&if -W 300 -x -K 6', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	22.087	4.843(22%)	17.244(78%)	22.0	7376.0	0.0	7376.0	2784.0	0.0	2414.0	7125.0	armcore	['&if -W 300 -x -K 6', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1745	1745	['&if -W 300 -g -K 6', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	22.822	4.967(22%)	17.855(78%)	22.0	7254.0	0.0	7254.0	2784.0	0.0	2876.0	7179.0	armcore	['&if -W 300 -g -K 6', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1746	1746	['&b -d', '&syn4', '&dc2']	19.669	4.334(23%)	15.335(77%)	23.0	7752.0	0.0	7752.0	2784.0	0.0	2878.0	7299.0	armcore	['&b -d', '&syn4']	&dc2	-0.41100000000000136
1747	1747	['&if -W 300 -y -K 6', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	22.773000000000003	4.967(22%)	17.806(78%)	22.0	7344.0	0.0	7344.0	2784.0	0.0	2415.0	7829.0	armcore	['&if -W 300 -y -K 6', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1748	1748	['&synch2', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.993000000000002	4.888(24%)	16.105(76%)	24.0	7318.0	0.0	7318.0	2784.0	0.0	2879.0	7123.0	armcore	['&synch2', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1749	1749	['&dch', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	22.658	4.967(22%)	17.691(78%)	22.0	7229.0	0.0	7229.0	2784.0	0.0	2878.0	7038.0	armcore	['&dch', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1750	1750	['&dch -f', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	21.892	4.719(22%)	17.173(78%)	22.0	7253.0	0.0	7253.0	2784.0	0.0	2878.0	7107.0	armcore	['&dch -f', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1751	1751	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	19.895	4.276(22%)	15.619(78%)	22.0	7184.0	0.0	7184.0	2784.0	0.0	2877.0	7124.0	armcore	['&if -W 300 -K 6 -v', '&mfs', '&st', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1752	1752	['&if -W 300 -K 6 -v', '&st', '&dc2', '&if -W 300 -K 6 -v', '&mfs', '&st']	19.518	4.347(23%)	15.171(77%)	23.0	7229.0	0.0	7229.0	2784.0	0.0	2877.0	7414.0	armcore	['&if -W 300 -K 6 -v', '&st', '&dc2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1753	1753	['&dc2', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	21.289	4.843(23%)	16.446(77%)	23.0	7253.0	0.0	7253.0	2784.0	0.0	2414.0	7603.0	armcore	['&dc2', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1754	1754	['&syn2', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.184	4.347(22%)	15.837(78%)	22.0	7225.0	0.0	7225.0	2784.0	0.0	2878.0	7587.0	armcore	['&syn2', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1755	1755	['&syn3', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.611	4.595(23%)	16.016(77%)	23.0	7222.0	0.0	7222.0	2784.0	0.0	2878.0	7634.0	armcore	['&syn3', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1756	1756	['&syn4', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	19.123	4.229(23%)	14.894(77%)	23.0	7510.0	0.0	7510.0	2784.0	0.0	2878.0	7571.0	armcore	['&syn4', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1757	1757	['&if -W 300 -x -K 6', '&syn4', '&dc2']	19.152	4.241(23%)	14.911(77%)	23.0	7723.0	0.0	7723.0	2784.0	0.0	2878.0	7534.0	armcore	['&if -W 300 -x -K 6', '&syn4']	&dc2	0.4009999999999998
1758	1758	['&b', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	22.105999999999998	4.843(22%)	17.263(78%)	22.0	7235.0	0.0	7235.0	2784.0	0.0	2878.0	7674.0	armcore	['&b', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1759	1759	['&b -d', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.955	4.595(22%)	16.360(78%)	22.0	7211.0	0.0	7211.0	2784.0	0.0	2414.0	7585.0	armcore	['&b -d', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1760	1760	['&if -W 300 -x -K 6', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.038	4.471(23%)	15.567(77%)	23.0	7192.0	0.0	7192.0	2784.0	0.0	2414.0	7465.0	armcore	['&if -W 300 -x -K 6', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1761	1761	['&if -W 300 -g -K 6', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	23.36	4.967(22%)	18.393(78%)	22.0	7245.0	0.0	7245.0	2784.0	0.0	2414.0	7586.0	armcore	['&if -W 300 -g -K 6', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1762	1762	['&if -W 300 -y -K 6', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	21.596999999999998	4.719(22%)	16.878(78%)	22.0	7217.0	0.0	7217.0	2784.0	0.0	2875.0	7483.0	armcore	['&if -W 300 -y -K 6', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1763	1763	['&synch2', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	20.038	4.471(23%)	15.567(77%)	23.0	7277.0	0.0	7277.0	2784.0	0.0	2881.0	7368.0	armcore	['&synch2', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
1764	1764	['&dch', '&syn2', '&if -W 300 -K 6 -v', '&mfs', '&st']	21.905	4.706(22%)	17.199(78%)	22.0	7167.0	0.0	7167.0	2784.0	0.0	2877.0	7312.0	armcore	['&dch', '&syn2', '&if -W 300 -K 6 -v', '&mfs']	&st	0.0
